member_id,committee_id,party_id,bill_id,bill_title,committee_history.committee_1,committee_history.committee_2,committee_history.committee_1_start_date,committee_history.committee_1_end_date,committee_history.committee_2_start_date,committee_history.committee_2_end_date,party_history.party_1,party_history.party_1_start_date,party_history.party_1_end_date,party_history.party_2,party_history.party_2_start_date,party_history.party_2_end_date,name,gender,district,member_start_date,member_end_date,birthyear
GFF1986K,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김병욱,남,경기 성남시분당구을/경기 성남시분당구을,,,
GF286398,"국방위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",더불어시민당/더불어민주당,0,,"국방위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","국방위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",,,,,더불어시민당/더불어민주당,,,더불어시민당/더불어민주당,,,김병주,남,비례대표/경기 남양주시을,,,
1Y73132H,정무위원회,//미래통합당/국민의힘,0,,정무위원회,정무위원회,,,,,//미래통합당/국민의힘,,,//미래통합당/국민의힘,,,김상훈,남,대구 서구/대구 서구/대구 서구/대구 서구,,,
UGH6481E,,//더불어민주당/더불어민주당,0,,,,,,,,//더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당,,,김상희,여,비례대표/경기 부천시소사구/경기 부천시소사구/경기 부천시병,,,
ZYP7962W,외교통일위원회,/미래통합당/국민의힘,0,,외교통일위원회,외교통일위원회,,,,,/미래통합당/국민의힘,,,/미래통합당/국민의힘,,,김석기,남,경북 경주시/경북 경주시/경북 경주시,,,
JNL7001A,농림축산식품해양수산위원회,미래통합당/국민의힘,0,,농림축산식품해양수산위원회,농림축산식품해양수산위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,김선교,남,경기 여주시양평군/경기 여주시양평군,,,
9D939735,산업통상자원중소벤처기업위원회,/미래통합당/국민의힘,0,,산업통상자원중소벤처기업위원회,산업통상자원중소벤처기업위원회,,,,,/미래통합당/국민의힘,,,/미래통합당/국민의힘,,,김성원,남,경기 동두천시연천군/경기 동두천시연천군/경기 동두천시양주시연천구을,,,1973-10-15T00:00:00.000Z
2UD1340H,,/더불어민주당,0,,,,,,,,/더불어민주당,,,/더불어민주당,,,김성주,남,전북 전주시덕진구/전북 전주시병,,,
XSP20229,산업통상자원중소벤처기업위원회,더불어민주당/더불어민주당/더불어민주당,0,,산업통상자원중소벤처기업위원회,산업통상자원중소벤처기업위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,김성환,남,서울 노원구병/서울 노원구병/서울 노원구을,,,
L7T64271,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,김수흥,남,전북 익산시갑,,,
P2N4585G,,/더불어민주당,0,,,,,,,,/더불어민주당,,,/더불어민주당,,,김승남,남,전남 고흥군보성군/전남 고흥군보성군장흥군강진군,,,
5K93695T,문화체육관광위원회,미래통합당/국민의힘,0,,문화체육관광위원회,문화체육관광위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,김승수,남,대구 북구을/대구 북구을,,,
ATB59635,"정무위원회, 예산결산특별위원회",더불어민주당/더불어민주당,0,,"정무위원회, 예산결산특별위원회","정무위원회, 예산결산특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김승원,남,경기 수원시갑/경기 수원시갑,,,
B7D7534L,"외교통일위원회, 국회운영위원회",더불어민주당/더불어민주당,0,,"외교통일위원회, 국회운영위원회","외교통일위원회, 국회운영위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김영배,남,서울 성북구갑/서울 성북구갑,,,
LBC8144B,,////국민의힘,0,,,,,,,,////국민의힘,,,////국민의힘,,,김영선,여,비례대표/경기도 고양시일산구을/경기 고양시일산서구/경남 창원시의창구,,,
IOW1101J,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,김영식,남,경북 구미시을,,,
0W194007,,//더불어민주당/더불어민주당,0,,,,,,,,//더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당,,,김영주,여,비례대표/서울 영등포구갑/서울 영등포구갑/서울 영등포구갑,,,
5765663F,"기획재정위원회, 정보위원회",더불어민주당/더불어민주당/더불어민주당,0,,"기획재정위원회, 정보위원회","기획재정위원회, 정보위원회",,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,김영진,남,경기 수원시병/경기 수원시병/경기 수원시병,,,
7BM2933Y,교육위원회,더불어민주당/더불어민주당/더불어민주당,0,,교육위원회,교육위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,김영호,남,서울 서대문구을/서울 서대문구을/서울 서대문구을,,,
CNZ51556,보건복지위원회,미래한국당/국민의미래,0,,보건복지위원회,보건복지위원회,,,,,미래한국당/국민의미래,,,미래한국당/국민의미래,,,김예지,여,비례대표/비례대표,,,1980-12-13T00:00:00.000Z
OFE45081,법제사법위원회,더불어민주당/더불어민주당,0,,법제사법위원회,법제사법위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김용민,남,경기 남양주시병/경기 남양주시병,,,1976-06-05T00:00:00.000Z
SVH3899R,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,김용판,남,대구 달서구병,,,
LQW3652K,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,김웅,남,서울 송파구갑,,,1970-05-05T00:00:00.000Z
4L695580,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회",더불어민주당/더불어민주당,0,,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회","산업통상자원중소벤처기업위원회, 기후위기 특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김원이,남,전남 목포시/전남 목포시,,,
JZY9937U,문화체육관광위원회,/더불어민주당/더불어민주당,0,,문화체육관광위원회,문화체육관광위원회,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,김윤덕,남,전북 전주시완산구갑/전북 전주시갑/전북 전주시갑,,,
L5P27909,"국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회",미래통합당/국민의힘,0,,"국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회","국토교통위원회, 12.29여객기참사진상규명과피해자및유가족의피해구제를위한특별위원회, 국회운영위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,김은혜,여,경기 성남시분당구갑/경기 성남시분당구을,,,1971-01-06T00:00:00.000Z
MSO2590I,,국민의힘,0,,,,,,,,국민의힘,,,국민의힘,,,김은희,여,비례대표,,,1991-06-10T00:00:00.000Z
FIC9046Z,,열린민주당,0,,,,,,,,열린민주당,,,열린민주당,,,김의겸,남,비례대표,,,
E1J8836Y,국토교통위원회,/미래통합당/국민의힘,0,,국토교통위원회,국토교통위원회,,,,,/미래통합당/국민의힘,,,/미래통합당/국민의힘,,,김정재,여,경북 포항시북구/경북 포항시북구/경북 포항시북구,,,
9LD2641Q,"기후위기 특별위원회, 산불피해지원대책 특별위원회, 기후에너지환경노동위원회",더불어민주당/더불어민주당/더불어민주당,0,,"기후위기 특별위원회, 산불피해지원대책 특별위원회, 기후에너지환경노동위원회","기후위기 특별위원회, 산불피해지원대책 특별위원회, 기후에너지환경노동위원회",,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,김정호,남,경남 김해시을/경남 김해시을/경남 김해시을,,,
M2Q9024I,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회",더불어민주당/더불어민주당/새로운미래,0,,"산업통상자원중소벤처기업위원회, 기후위기 특별위원회","산업통상자원중소벤처기업위원회, 기후위기 특별위원회",,,,,더불어민주당/더불어민주당/새로운미래,,,더불어민주당/더불어민주당/새로운미래,,,김종민,남,충남 논산시계룡시금산군/충남 논산시계룡시금산군/세종특별자치시갑,,,
D6U6678O,기후에너지환경노동위원회,더불어민주당/더불어민주당,0,,기후에너지환경노동위원회,기후에너지환경노동위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김주영,남,경기 김포시갑/경기 김포시갑,,,
LNR7932L,,민주당/열린민주당,0,,,,,,,,민주당/열린민주당,,,민주당/열린민주당,,,김진애,여,비례대표/비례대표,,,
Q9H5708M,,///더불어민주당/더불어민주당,0,,,,,,,,///더불어민주당/더불어민주당,,,///더불어민주당/더불어민주당,,,김진표,남,경기 수원시영통구/경기 수원시영통구/경기 수원시정/경기 수원시무/경기 수원시무,,,
1MU99298,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김철민,남,경기 안산시상록구을/경기 안산시상록구을,,,
1WE5693J,기획재정위원회,//더불어민주당/더불어민주당/더불어민주당,0,,기획재정위원회,기획재정위원회,,,,,//더불어민주당/더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당/더불어민주당,,,김태년,남,경기도 성남시수정구/경기 성남시수정구/경기 성남시수정구/경기 성남시수정구/경기 성남시수정구,,,
P0F1530P,외교통일위원회,//무소속/국민의힘,0,,외교통일위원회,외교통일위원회,,,,,//무소속/국민의힘,,,//무소속/국민의힘,,,김태호,남,경남 김해시을/경남 김해시을/경남 산청군함양군거창군합천군/경남 양산시을,,,
TVF3669B,,//미래통합당,0,,,,,,,,//미래통합당,,,//미래통합당,,,김태흠,남,충남 보령시서천군/충남 보령시서천군/충남 보령시서천군,,,
F5U2979W,,///국민의힘,0,,,,,,,,///국민의힘,,,///국민의힘,,,김학용,남,경기 안성시/경기 안성시/경기 안성시/경기 안성시,,,
NUB4941Z,"산업통상자원중소벤처기업위원회, 예산결산특별위원회, 성평등가족위원회",더불어민주당/더불어민주당,0,,"산업통상자원중소벤처기업위원회, 예산결산특별위원회, 성평등가족위원회","산업통상자원중소벤처기업위원회, 예산결산특별위원회, 성평등가족위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김한규,남,제주 제주시을/제주 제주시을,,,1974-07-01T00:00:00.000Z
09I2323E,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,김한정,남,경기 남양주시을/경기 남양주시을,,,
JEZ3130Q,"2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 기후에너지환경노동위원회",미래통합당/국민의힘,0,,"2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 기후에너지환경노동위원회","2025 아시아태평양경제협력체(APEC) 정상회의 지원 특별위원회, 산불피해지원대책 특별위원회, 기후에너지환경노동위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,김형동,남,경북 안동시예천군/경북 안동시예천군,,,1975-03-25T00:00:00.000Z
PO64874I,,더불어시민당,0,,,,,,,,더불어시민당,,,더불어시민당,,,김홍걸,남,비례대표,,,
M6H1705E,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,김회재,남,전남 여수시을,,,
52P3934K,,미래통합당,0,,,,,,,,미래통합당,,,미래통합당,,,김희곤,남,부산 동래구,,,
6AR6743G,,/미래통합당,0,,,,,,,,/미래통합당,,,/미래통합당,,,김희국,남,대구 중구남구/경북 군위군의성군청송군영덕군,,,
04T3751T,"보건복지위원회, 연금개혁 특별위원회",/더불어민주당/더불어민주당/더불어민주당,0,,"보건복지위원회, 연금개혁 특별위원회","보건복지위원회, 연금개혁 특별위원회",,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,남인순,여,비례대표/서울 송파구병/서울 송파구병/서울 송파구병,,,
JVB6983V,,국민의힘,0,,,,,,,,국민의힘,,,국민의힘,,,노용호,남,비례대표,,,1971-05-14T00:00:00.000Z
0827740Q,,//더불어민주당/더불어민주당,0,,,,,,,,//더불어민주당/더불어민주당,,,//더불어민주당/더불어민주당,,,노웅래,남,서울특별시 마포구갑/서울 마포구갑/서울 마포구갑/서울 마포구갑,,,
J2O8643H,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,도종환,남,비례대표/충북 청주시흥덕구/충북 청주시흥덕구,,,
8VY63414,,/미래통합당,0,,,,,,,,/미래통합당,,,/미래통합당,,,류성걸,남,대구 동구갑/대구 동구갑,,,
NCP9875N,,정의당,0,,,,,,,,정의당,,,정의당,,,류호정,여,비례대표,,,1992-08-09T00:00:00.000Z
FJK3396E,국토교통위원회,더불어민주당/더불어민주당/더불어민주당,0,,국토교통위원회,국토교통위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,맹성규,남,인천 남동구갑/인천 남동구갑/인천 남동구갑,,,
GOC54665,교육위원회,더불어민주당/더불어민주당,0,,교육위원회,교육위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,문정복,여,경기 시흥시갑/경기 시흥시갑,,,
4U29186R,"국토교통위원회, 국회운영위원회",더불어민주당/더불어민주당,0,,"국토교통위원회, 국회운영위원회","국토교통위원회, 국회운영위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,문진석,남,충남 천안시갑/충남 천안시갑,,,
TZ228122,"정무위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",더불어민주당/더불어민주당,0,,"정무위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","정무위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,민병덕,남,경기 안양시동안구갑/경기 안양시동안구갑,,,1970-12-20T00:00:00.000Z
VRY5522V,문화체육관광위원회,더불어민주당/더불어민주당,0,,문화체육관광위원회,문화체육관광위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,민형배,남,광주 광산구을/광주 광산구을,,,
O6D8329R,"국토교통위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",/더불어민주당/더불어민주당/더불어민주당,0,,"국토교통위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","국토교통위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,민홍철,남,경남 김해시갑/경남 김해시갑/경남 김해시갑/경남 김해시갑,,,
K3W33496,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,박광온,남,경기 수원시정/경기 수원시정/경기 수원시정,,,
B7H6207C,,미래한국당,0,,,,,,,,미래한국당,,,미래한국당,,,박대수,남,비례대표,,,
W4X85128,기획재정위원회,//미래통합당/국민의힘,0,,기획재정위원회,기획재정위원회,,,,,//미래통합당/국민의힘,,,//미래통합당/국민의힘,,,박대출,남,경남 진주시갑/경남 진주시갑/경남 진주시갑/경남 진주시갑,,,
N4R2421C,행정안전위원회,//미래통합당/국민의힘,0,,행정안전위원회,행정안전위원회,,,,,//미래통합당/국민의힘,,,//미래통합당/국민의힘,,,박덕흠,남,충북 보은군옥천군영동군/충북 보은군옥천군영동군괴산군/충북 보은군옥천군영동군괴산군/충북 보은군옥천군영동군괴산군,,,
7R156073,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 정무위원회",/더불어민주당/더불어민주당/더불어민주당,0,,"순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 정무위원회","순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회, 정무위원회",,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,박범계,남,대전 서구을/대전 서구을/대전 서구을/대전 서구을,,,
BLC8630L,,////더불어민주당/더불어민주당,0,,,,,,,,////더불어민주당/더불어민주당,,,////더불어민주당/더불어민주당,,,박병석,남,대전광역시 서구갑/대전광역시 서구갑/대전 서구갑/대전 서구갑/대전 서구갑/대전 서구갑,,,
HXT76735,"정무위원회, 국회운영위원회",더불어민주당/더불어민주당,0,,"정무위원회, 국회운영위원회","정무위원회, 국회운영위원회",,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,박상혁,남,경기 김포시을/경기 김포시을,,,1973-03-20T00:00:00.000Z
X3170462,산업통상자원중소벤처기업위원회,미래통합당/국민의힘,0,,산업통상자원중소벤처기업위원회,산업통상자원중소벤처기업위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,박성민,남,울산 중구/울산 중구,,,
IL74008M,교육위원회,더불어민주당/더불어민주당,0,,교육위원회,교육위원회,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,박성준,남,서울 중구성동구을/서울 중구성동구을,,,
DAN6731C,,/미래통합당,0,,,,,,,,/미래통합당,,,/미래통합당,,,박성중,남,서울 서초구을/서울 서초구을,,,
FU87526G,기획재정위원회,미래통합당/국민의힘,0,,기획재정위원회,기획재정위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,박수영,남,부산 남구갑/부산 남구,,,
40S1959J,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,박영순,남,대전 대덕구,,,
D0C85236,,/미래통합당,0,,,,,,,,/미래통합당,,,/미래통합당,,,박완수,남,경남 창원시의창구/경남 창원시의창구,,,
A3H7195R,,/더불어민주당/더불어민주당,0,,,,,,,,/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당,,,박완주,남,충남 천안시을/충남 천안시을/충남 천안시을,,,
PEP6922S,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,박용진,남,서울 강북구을/서울 강북구을,,,1971-04-17T00:00:00.000Z
QUO78839,,더불어민주당/더불어민주당,0,,,,,,,,더불어민주당/더불어민주당,,,더불어민주당/더불어민주당,,,박재호,남,부산 남구을/부산 남구을,,,
4019850M,기후에너지환경노동위원회,더불어민주당/더불어민주당/더불어민주당,0,,기후에너지환경노동위원회,기후에너지환경노동위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,박정,남,경기 파주시을/경기 파주시을/경기 파주시을,,,
6RD62559,문화체육관광위원회,국민의힘/국민의힘,0,,문화체육관광위원회,문화체육관광위원회,,,,,국민의힘/국민의힘,,,국민의힘/국민의힘,,,박정하,남,강원 원주시갑/강원 원주시갑,,,
6AU2417B,"보건복지위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",더불어민주당/더불어민주당/더불어민주당,0,,"보건복지위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회","보건복지위원회, 순직 해병 수사 방해 및 사건 은폐 등의 진실규명을 위한 국정조사특별위원회",,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,박주민,남,서울 은평구갑/서울 은평구갑/서울 은평구갑,,,1973-11-21T00:00:00.000Z
QKO6165V,,///미래통합당,0,,,,,,,,///미래통합당,,,///미래통합당,,,박진,남,서울특별시 종로구/서울특별시 종로구/서울 종로구/서울 강남구을,,,
BT62420K,정무위원회,더불어민주당/더불어민주당/더불어민주당,0,,정무위원회,정무위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,박찬대,남,인천 연수구갑/인천 연수구갑/인천 연수구갑,,,
6U243644,"예산결산특별위원회, 기후에너지환경노동위원회",미래통합당/국민의힘,0,,"예산결산특별위원회, 기후에너지환경노동위원회","예산결산특별위원회, 기후에너지환경노동위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,박형수,남,경북 영주시영양군봉화군울진군/경북 의성군청송군영덕군울진군,,,
S824682L,기획재정위원회,/더불어민주당/더불어민주당/더불어민주당,0,,기획재정위원회,기획재정위원회,,,,,/더불어민주당/더불어민주당/더불어민주당,,,/더불어민주당/더불어민주당/더불어민주당,,,박홍근,남,서울 중랑구을/서울 중랑구을/서울 중랑구을/서울 중랑구을,,,
QQP4727N,"국토교통위원회, 예산결산특별위원회",미래통합당/국민의힘,0,,"국토교통위원회, 예산결산특별위원회","국토교통위원회, 예산결산특별위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,배준영,남,인천 중구강화군옹진군/인천 중구강화군옹진군,,,1970-10-21T00:00:00.000Z
A2V51235,,정의당,0,,,,,,,,정의당,,,정의당,,,배진교,남,비례대표,,,
4X525582,문화체육관광위원회,미래통합당/국민의힘,0,,문화체육관광위원회,문화체육관광위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,배현진,여,서울 송파구을/서울 송파구을,,,1983-11-06T00:00:00.000Z
CAA7713A,보건복지위원회,미래통합당/국민의힘,0,,보건복지위원회,보건복지위원회,,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,백종헌,남,부산 금정구/부산 금정구,,,
HSS7466Y,"보건복지위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",더불어민주당/더불어민주당/더불어민주당,0,,"보건복지위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","보건복지위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,백혜련,여,경기 수원시을/경기 수원시을/경기 수원시을,,,
MO52543L,,///더불어민주당/더불어민주당,0,,,,,,,,///더불어민주당/더불어민주당,,,///더불어민주당/더불어민주당,,,변재일,남,충청북도 청원군/충북 청원군/충북 청원군/충북 청주시청원구/충북 청주시청원구,,,
0PK7354M,,더불어민주당,0,,,,,,,,더불어민주당,,,더불어민주당,,,서동용,남,전남 순천시광양시곡성군구례군을,,,
L7J93733,"기후위기 특별위원회, 행정안전위원회, 예산결산특별위원회, 성평등가족위원회",미래통합당/국민의힘,0,,"기후위기 특별위원회, 행정안전위원회, 예산결산특별위원회, 성평등가족위원회","기후위기 특별위원회, 행정안전위원회, 예산결산특별위원회, 성평등가족위원회",,,,,미래통합당/국민의힘,,,미래통합당/국민의힘,,,서범수,남,울산 울주군/울산 울주군,,,
CT85313K,,////미래통합당,0,,,,,,,,////미래통합당,,,////미래통합당,,,서병수,남,부산광역시 해운대구 기장군갑/부산광역시 해운대구 기장군갑/부산 해운대구기장군갑/부산 해운대구기장군갑/부산 진구갑,,,
FOK3459D,농림축산식품해양수산위원회,더불어민주당/더불어민주당/더불어민주당,0,,농림축산식품해양수산위원회,농림축산식품해양수산위원회,,,,,더불어민주당/더불어민주당/더불어민주당,,,더불어민주당/더불어민주당/더불어민주당,,,서삼석,남,전남 영암군무안군신안군/전남 영암군무안군신안군/전남 영암군무안군신안군,,,
